user_id,trade_id,timestamp,instrument,action,quantity,price,pnl
U1000,b5d50b9b,2025-06-25 09:11:02,TCS.BO,Buy,100,3160.86,387.67
U1000,3e0223fc,2025-07-05 01:26:18,ITC.BO,Buy,10,447.19,456.35
U1000,47f03c14,2025-07-16 03:05:44,RELIANCE.BO,Buy,10,2407.52,4290.16
U1000,b8bf05de,2025-07-05 04:54:20,TCS.BO,Sell,25,3451.03,-2336.97
U1000,e6213b1c,2025-06-23 10:51:28,INFY.BO,Buy,50,1432.43,-1071.32
U1000,08c79d61,2025-07-01 02:55:42,ITC.BO,Sell,25,352.83,2472.45
U1000,413fb613,2025-07-05 04:49:55,RELIANCE.BO,Buy,100,2543.58,-4653.46
U1000,1d64a871,2025-07-08 05:22:40,TCS.BO,Sell,100,3334.69,298.97
U1000,b9439fc5,2025-07-04 12:58:55,RELIANCE.BO,Buy,100,2453.78,1915.63
U1000,c178392e,2025-07-16 03:59:33,ITC.BO,Sell,10,382.78,3242.57
U1000,11acbc52,2025-07-02 08:37:38,SBIN.BO,Sell,50,542.65,2742.86
U1000,32de428c,2025-07-02 15:30:18,INFY.BO,Buy,100,1378.94,412.69
U1000,243e219e,2025-07-14 03:50:39,SBIN.BO,Sell,10,521.91,960.0
U1000,e9d6bcc2,2025-07-02 20:24:07,TCS.BO,Sell,10,3505.73,360.56
U1000,8fa06f6c,2025-07-11 16:04:56,TCS.BO,Buy,10,3599.44,111.58
U1000,f66b0390,2025-06-28 15:41:02,SBIN.BO,Buy,10,606.14,3377.26
U1000,fa92d1e5,2025-06-24 17:12:27,INFY.BO,Buy,100,1578.57,-2309.79
U1000,c05b6a01,2025-07-09 19:08:11,TCS.BO,Buy,100,3134.54,4611.53
U1000,139edca9,2025-07-09 10:43:22,INFY.BO,Sell,100,1635.79,-4448.74
U1001,1a8cc1fd,2025-06-29 13:24:21,SBIN.BO,Buy,100,541.75,-2788.47
U1001,38e014d3,2025-07-01 13:26:46,ITC.BO,Sell,10,498.51,150.86
U1001,b0eabe9a,2025-07-12 15:20:40,SBIN.BO,Buy,50,641.39,852.39
U1001,145a2765,2025-06-28 00:39:44,RELIANCE.BO,Buy,25,2585.44,-3326.93
U1001,85255e64,2025-06-19 11:45:38,INFY.BO,Buy,50,1569.24,1760.99
U1001,f357fdf8,2025-06-18 22:07:45,INFY.BO,Sell,100,1487.96,-4609.9
U1001,fe523fb4,2025-06-18 10:18:12,INFY.BO,Buy,10,1521.56,4875.09
U1001,dcac602c,2025-07-09 15:42:16,TCS.BO,Sell,25,3192.04,-661.1
U1001,7ef12ac8,2025-07-13 16:35:41,INFY.BO,Buy,25,1362.7,1041.04
U1001,b2773a65,2025-06-27 03:44:17,TCS.BO,Buy,25,3430.2,-4807.15
U1001,e7d67b6d,2025-07-07 16:18:39,SBIN.BO,Buy,25,587.78,-3174.92
U1001,e5487520,2025-07-11 17:22:58,RELIANCE.BO,Sell,100,2604.58,4620.67
U1001,8399681e,2025-07-02 10:02:14,RELIANCE.BO,Buy,10,2479.67,-1770.8
U1001,c6fc9dd7,2025-07-03 10:23:47,TCS.BO,Sell,50,3082.53,4193.11
U1002,20da892e,2025-06-20 15:52:05,INFY.BO,Buy,50,1610.67,3439.62
U1002,516c81eb,2025-06-30 05:33:26,SBIN.BO,Sell,10,638.93,-1973.03
U1002,a1b077a6,2025-07-13 02:26:46,TCS.BO,Buy,50,3348.62,3760.67
U1002,03bb13b0,2025-06-21 19:52:35,ITC.BO,Buy,25,414.58,-3196.83
U1002,e2bb87ba,2025-07-04 11:35:06,ITC.BO,Sell,10,438.0,1456.05
U1002,41a749c8,2025-07-09 23:41:53,RELIANCE.BO,Buy,100,2578.98,4741.24
U1002,945cc06a,2025-06-23 09:57:18,ITC.BO,Sell,50,379.85,115.47
U1002,0e792e0a,2025-06-21 01:50:37,TCS.BO,Buy,25,3015.46,4359.32
U1002,5edb272f,2025-06-26 17:23:28,TCS.BO,Sell,100,3505.57,2593.35
U1002,ac8e5d1b,2025-07-11 02:52:08,RELIANCE.BO,Buy,100,2451.56,2651.82
U1002,989fa6bc,2025-06-30 07:19:32,SBIN.BO,Sell,50,561.3,170.25
U1002,b4895c95,2025-06-30 00:34:49,INFY.BO,Sell,50,1572.3,-1420.95
U1002,78f3ad9c,2025-07-15 15:59:34,SBIN.BO,Buy,10,511.66,4640.28
U1002,2dcfa477,2025-07-11 04:19:50,ITC.BO,Buy,25,425.63,-2412.56
U1002,704ecd1f,2025-06-26 11:10:05,ITC.BO,Buy,10,351.12,-848.43
U1002,36725a22,2025-07-09 04:14:45,TCS.BO,Buy,10,3518.13,-3048.31
U1002,3df79d8a,2025-06-25 08:04:48,SBIN.BO,Sell,100,554.53,-3317.33
U1002,94b5b92e,2025-07-16 22:10:08,INFY.BO,Buy,10,1675.54,547.36
U1003,13aeba8e,2025-06-29 08:12:37,RELIANCE.BO,Buy,25,2476.91,2414.12
U1003,c856436d,2025-07-15 19:45:32,INFY.BO,Sell,10,1628.48,342.18
U1003,f49473aa,2025-07-07 16:36:03,INFY.BO,Buy,25,1450.06,-2681.84
U1003,a171167b,2025-06-22 01:55:43,RELIANCE.BO,Buy,10,2421.56,1028.12
U1003,1a2d83d7,2025-07-08 19:44:51,TCS.BO,Buy,25,3467.0,-136.94
U1003,f1505585,2025-06-23 01:37:33,TCS.BO,Buy,10,3455.72,3265.61
U1003,c40b4faf,2025-07-09 00:22:26,TCS.BO,Buy,10,3351.87,465.51
U1003,7a436e74,2025-07-17 14:19:05,RELIANCE.BO,Buy,50,2478.37,2265.15
U1003,b3413a48,2025-06-28 03:19:26,RELIANCE.BO,Sell,10,2600.5,11.66
U1003,3285a935,2025-06-28 04:13:32,RELIANCE.BO,Buy,25,2690.87,-436.98
U1003,ab820eaa,2025-06-24 14:42:57,RELIANCE.BO,Sell,100,2512.09,3497.76
U1003,e130f11f,2025-06-25 09:26:30,RELIANCE.BO,Sell,25,2419.15,4748.56
U1003,a8c6a579,2025-06-23 03:37:54,SBIN.BO,Buy,10,588.72,-2656.47
U1003,2b8f92b6,2025-07-11 14:05:55,SBIN.BO,Buy,10,605.33,-1542.26
U1003,d7cbd715,2025-07-12 16:30:32,INFY.BO,Buy,25,1608.34,4736.22
U1003,1ead41a1,2025-07-14 16:30:29,RELIANCE.BO,Buy,10,2683.57,-3157.35
U1003,b6090eb9,2025-07-07 05:18:46,SBIN.BO,Buy,50,609.59,-2347.6
U1003,701a0e52,2025-06-21 05:51:54,SBIN.BO,Sell,100,541.98,-502.05
U1004,dcebf01a,2025-07-07 03:32:43,RELIANCE.BO,Sell,10,2588.16,1443.05
U1004,c14eb9dc,2025-06-26 17:51:57,INFY.BO,Sell,100,1417.08,-4142.86
U1004,5ea8a901,2025-06-20 19:11:50,SBIN.BO,Buy,100,514.61,-4080.23
U1004,29d342e6,2025-07-07 17:41:46,TCS.BO,Sell,25,3114.06,1085.39
U1004,fd577dfe,2025-06-30 14:34:30,ITC.BO,Buy,10,362.31,4458.61
U1004,8ea1b97f,2025-06-28 14:30:43,ITC.BO,Sell,25,434.96,2740.48
U1004,5011d5c1,2025-06-26 19:00:20,TCS.BO,Buy,25,3058.17,-1136.71
U1004,81e04688,2025-07-01 00:39:49,ITC.BO,Buy,10,383.44,1787.74
U1004,a6695259,2025-07-05 10:26:53,ITC.BO,Sell,10,487.34,4582.29
U1004,7d84c665,2025-07-08 06:27:20,SBIN.BO,Buy,100,643.62,-2931.16
U1004,f484eb16,2025-07-01 20:23:17,ITC.BO,Buy,25,386.14,-1612.26
U1004,c12dbbdb,2025-06-29 06:35:42,SBIN.BO,Buy,50,575.56,-8.12
U1004,e0ed1c94,2025-06-22 01:56:39,SBIN.BO,Sell,100,502.6,4720.29
U1004,431d3c49,2025-07-05 23:33:34,TCS.BO,Buy,50,3244.35,-80.1
U1004,764e86e0,2025-07-04 23:15:03,INFY.BO,Sell,50,1654.51,817.16
U1005,0e97b4ad,2025-07-13 11:11:32,INFY.BO,Sell,50,1694.59,234.16
U1005,a6b7bd18,2025-06-19 11:51:29,RELIANCE.BO,Sell,10,2611.85,2356.04
U1005,be747ce7,2025-06-22 07:27:21,ITC.BO,Buy,100,437.82,-899.47
U1005,d8135b04,2025-07-09 21:51:31,TCS.BO,Sell,25,3307.43,-3562.32
U1005,2d52ff15,2025-07-09 23:53:18,RELIANCE.BO,Sell,25,2569.45,3165.17
U1005,a4e2ea21,2025-06-26 15:14:01,SBIN.BO,Sell,10,543.14,329.69
U1005,aeda66c6,2025-07-12 02:46:02,TCS.BO,Sell,10,3111.2,-117.8
U1005,b947b187,2025-06-30 01:50:26,RELIANCE.BO,Buy,25,2570.18,2538.31
U1005,875ddad0,2025-06-25 04:52:02,TCS.BO,Buy,10,3276.63,2630.35
U1005,4ee553a7,2025-07-15 01:57:43,INFY.BO,Sell,50,1557.19,-1758.64
U1005,9d2ee10b,2025-06-23 18:18:10,RELIANCE.BO,Buy,10,2461.27,1251.89
U1005,8d519350,2025-07-16 12:31:52,TCS.BO,Sell,25,3154.06,3312.22
U1005,81502dd6,2025-06-25 12:08:56,TCS.BO,Sell,10,3173.04,-4011.85
